doc_id,CASEID,Freedom.and.Rights,E.plurabus.Unum,representation.of.the.people,popular.will.and.equality,National.identity.and.heritage,Not.a.democracy.a.Republic,flawed.democracy,Institution.and.constitution,unclassified.other,Don.t.know,nothing.disaffected,Nothing.more.to.add,NA.
4473,195287827,0,0,0,1,0,0,1,0,0,0,0,0,0
4475,202906373,0,0,0,0,0,0,0,0,1,0,0,0,0
4477,203477693,0,0,0,1,0,0,0,0,0,0,0,0,0
4478,204673161,0,0,0,0,0,0,0,0,1,0,0,0,0
4479,205501625,0,0,0,0,0,0,0,0,0,0,1,0,0
4482,207513995,1,0,0,1,0,0,0,0,0,0,0,0,0
4483,207651209,0,0,0,1,0,0,0,0,0,0,0,0,0
4484,207831135,0,0,1,1,0,0,0,0,0,0,0,0,0
4485,208910629,0,0,0,1,0,0,0,0,0,0,0,0,0
4486,209086981,1,0,0,0,0,0,0,0,0,0,0,0,0
4487,210333043,1,0,0,0,0,0,0,0,0,0,0,0,0
4489,210546707,0,0,0,1,0,0,0,0,0,0,0,0,0
4490,210815753,0,0,0,1,0,0,0,0,0,0,0,0,0
4491,210968737,0,1,0,0,0,0,0,0,0,0,0,0,0
4492,211621081,1,0,0,0,0,0,0,0,0,0,0,0,0
4494,212412007,0,0,0,0,0,0,0,0,1,0,0,0,0
4496,212887973,1,0,0,0,0,0,0,0,0,0,0,0,0
4500,213438593,0,0,0,1,0,0,0,0,0,0,0,0,0
4501,213595551,0,0,0,0,0,0,0,0,1,0,0,0,0
4503,213717035,0,0,0,0,0,0,0,0,1,0,0,0,0
4504,213761877,0,0,0,1,0,0,0,0,0,0,0,0,0
4506,214097239,1,0,0,0,0,0,0,0,0,0,0,0,0
4509,215045685,0,0,0,1,0,0,0,0,0,0,0,0,0
4510,215243627,0,0,0,0,0,0,0,0,0,1,0,0,0
4512,215354235,0,0,0,0,0,0,0,0,1,0,0,0,0
4513,215489565,1,0,0,0,0,0,0,0,0,0,0,0,0
4514,2032639,0,0,0,0,0,0,0,0,1,0,0,0,0
4515,2226576,1,0,0,0,0,0,0,0,0,0,0,0,0
4516,2312887,0,0,0,1,0,0,0,0,0,0,0,0,0
4517,11132809,0,0,0,1,0,0,0,0,0,0,0,0,0
4518,12145590,0,0,0,0,0,0,0,0,0,0,1,0,0
4519,13547330,1,0,0,0,0,0,0,0,0,0,0,0,0
4520,14928784,0,0,0,1,0,0,0,0,0,0,0,0,0
4521,15637583,0,0,0,1,0,0,0,1,0,0,0,0,0
4523,16574050,0,0,0,1,0,0,0,0,0,0,0,0,0
4525,17904002,1,0,0,0,0,0,0,0,0,0,0,0,0
4526,18496329,1,0,0,0,0,0,1,0,0,0,0,0,0
4527,18563158,1,0,0,0,0,0,0,0,0,0,0,0,0
4528,19070671,0,0,0,1,0,0,0,0,0,0,0,0,0
4529,19142484,0,0,0,0,0,0,0,0,0,0,1,0,0
4530,19179254,0,0,0,1,0,0,0,0,0,0,0,0,0
4531,21686794,0,0,0,1,0,0,0,0,0,0,0,0,0
4532,40545807,0,0,0,1,0,0,0,0,0,0,0,0,0
4533,41241582,1,0,0,0,0,0,0,0,0,0,0,0,0
4535,41978397,1,0,0,0,0,0,0,0,0,0,0,0,0
4536,43167340,0,0,0,0,0,0,0,0,0,0,1,0,0
4537,43281708,0,0,0,1,0,0,0,0,0,0,0,0,0
4538,46814436,0,0,0,1,0,0,1,0,0,0,0,0,0
4540,47797950,0,0,0,1,0,0,0,0,0,0,0,0,0
4542,49425378,1,0,0,0,0,0,0,0,0,0,0,0,0
4543,50650704,0,0,0,1,0,0,0,0,0,0,0,0,0
4545,55021223,0,0,0,1,0,0,0,0,0,0,0,0,0
4547,55971347,0,0,0,1,0,0,0,0,0,0,0,0,0
4550,60463982,0,0,0,0,0,0,0,0,0,0,1,0,0
4552,61892448,0,0,0,0,0,0,0,0,1,0,0,0,0
4555,64264267,0,0,0,1,0,0,0,0,0,0,0,0,0
4556,64400295,1,0,0,1,0,0,0,0,0,0,0,0,0
4557,65565199,0,0,0,0,0,0,0,0,0,0,1,0,0
4558,65643910,0,0,0,1,0,0,0,0,0,0,0,0,0
4561,67786125,1,0,0,1,0,0,0,1,0,0,0,0,0
4562,67963409,0,0,0,1,0,0,0,0,0,0,0,0,0
4564,68353941,0,0,0,0,0,0,1,0,0,0,0,0,0
4565,68404082,1,0,0,0,0,0,0,0,0,0,0,0,0
4566,68978009,0,0,1,1,0,0,1,0,0,0,0,0,0
4567,69599513,0,0,0,1,0,0,0,0,0,0,0,0,0
4568,69708773,0,0,0,1,0,0,0,0,0,0,0,0,0
4569,69776181,0,0,0,0,0,0,0,0,0,1,0,0,0
4570,69796755,1,0,0,0,0,0,0,0,0,0,0,0,0
4571,70090939,0,0,0,1,0,0,0,0,0,0,0,0,0
4572,71066493,0,0,0,0,0,0,1,0,0,0,0,0,0
4573,71482989,0,0,0,0,0,0,0,0,1,0,0,0,0
4574,71543149,1,0,0,0,0,0,0,0,0,0,0,0,0
4575,72269951,1,0,0,1,0,0,0,1,0,0,0,0,0
4576,74415167,0,0,0,1,0,0,0,0,0,0,0,0,0
4577,74589562,0,0,0,1,0,0,0,0,0,0,0,0,0
4578,74620754,1,0,0,0,0,0,0,0,0,0,0,0,0
4579,74694725,0,0,0,0,0,0,0,0,0,0,1,0,0
4581,101147205,0,0,0,1,0,0,0,0,0,0,0,0,0
4583,120105939,0,0,0,1,0,0,0,0,0,0,0,0,0
4584,124415879,1,0,0,0,0,0,0,0,0,0,0,0,0
4585,134799801,0,0,0,1,0,0,0,0,0,0,0,0,0
4587,136518807,0,0,0,0,0,0,0,0,1,0,0,0,0
4588,137047263,0,0,0,0,0,0,0,1,0,0,0,0,0
4589,138057115,1,0,0,0,0,0,0,0,0,0,0,0,0
4591,140108659,0,0,0,1,0,0,0,0,0,0,0,0,0
4593,142863427,0,0,0,1,0,0,0,0,0,0,0,0,0
4597,148298361,0,0,0,1,0,0,0,0,0,0,0,0,0
4599,150680569,0,0,0,1,0,0,0,0,0,0,0,0,0
4600,151876985,1,0,0,0,0,0,0,1,0,0,0,0,0
4601,155088409,0,0,0,1,0,0,0,0,0,0,0,0,0
4606,161003007,1,0,0,0,0,0,0,0,0,0,0,0,0
4607,163085525,0,0,0,1,0,0,0,0,0,0,0,0,0
4609,175760187,1,0,0,1,0,0,0,0,0,0,0,0,0
4610,176974683,0,0,0,1,0,0,1,0,0,0,0,0,0
4611,181075389,1,0,1,1,0,0,0,0,0,0,0,0,0
4614,186792329,1,0,0,0,0,0,0,0,0,0,0,0,0
4617,187998143,0,0,0,1,0,0,0,0,0,0,0,0,0
4620,189673059,0,0,0,1,0,0,0,0,0,0,0,0,0
4621,190419449,0,0,0,1,0,0,0,0,0,0,0,0,0
4622,191811729,0,0,0,1,0,0,0,0,0,0,0,0,0
4626,193616961,1,0,0,0,0,0,0,0,0,0,0,0,0
4628,195746349,0,0,0,1,0,0,0,0,0,0,0,0,0
4629,200426843,0,0,1,0,0,0,0,0,0,0,0,0,0
4631,202094041,0,0,0,0,0,0,0,0,1,0,0,0,0
4632,202208061,1,0,0,0,0,0,0,0,0,0,0,0,0
4633,203914773,0,0,0,1,0,0,0,0,0,0,0,0,0
4634,205161755,0,0,0,1,0,0,0,1,0,0,0,0,0
4635,205681049,0,0,0,1,0,0,0,0,0,0,0,0,0
4636,205940013,0,0,0,1,0,0,0,0,0,0,0,0,0
4637,205951591,0,0,0,1,0,0,0,0,0,0,0,0,0
4638,206861075,1,0,0,1,0,0,0,0,0,0,0,0,0
4639,207330099,1,0,0,1,0,0,0,0,0,0,0,0,0
4640,207697285,0,0,1,0,0,0,0,0,0,0,0,0,0
4641,208751801,1,0,0,1,0,0,0,0,0,0,0,0,0
4642,208786351,0,0,0,1,0,0,0,0,0,0,0,0,0
4644,209768023,0,0,0,1,0,0,0,0,0,0,0,0,0
4645,209870751,1,0,0,0,0,0,0,0,0,0,0,0,0
4648,210544623,0,0,0,1,0,0,0,0,0,0,0,0,0
4649,210665517,0,0,0,1,0,0,0,0,0,0,0,0,0
4650,210895117,0,0,0,1,0,0,0,0,0,0,0,0,0
4651,211098235,0,0,0,1,0,0,0,0,0,0,0,0,0
4652,211736547,1,0,0,0,1,0,0,0,0,0,0,0,0
4653,211892543,0,0,0,1,0,0,0,0,0,0,0,0,0
4655,212320155,0,0,0,0,0,0,0,0,1,0,0,0,0
4656,212693221,0,0,0,0,0,0,0,0,1,0,0,0,0
4657,213076241,0,0,0,1,0,0,0,0,0,0,0,0,0
4658,213112967,0,0,0,0,0,0,0,0,1,0,0,0,0
4659,213596761,0,0,0,1,0,0,0,0,0,0,0,0,0
4660,213669961,0,0,0,0,0,0,0,1,0,0,0,0,0
4662,213844183,0,0,0,1,0,0,0,0,0,0,0,0,0
4664,213965123,0,0,0,1,0,0,0,0,0,0,0,0,0
4665,213994335,0,0,0,0,0,0,0,0,1,0,0,0,0
4666,214000283,0,0,0,1,0,0,0,0,0,0,0,0,0
4668,214203981,0,0,0,0,0,0,0,0,0,0,1,0,0
4671,214475203,0,0,0,1,0,0,0,0,0,0,0,0,0
4672,214572691,1,0,0,0,0,0,0,0,0,0,0,0,0
4673,214669991,1,0,0,0,0,1,0,0,0,0,0,0,0
4674,214724485,0,0,0,1,0,0,0,0,0,0,0,0,0
4676,214813603,0,0,0,0,0,0,0,0,1,0,0,0,0
4677,214851039,0,0,0,1,0,0,0,1,0,0,0,0,0
4678,214980925,0,0,0,0,0,1,0,0,0,0,0,0,0
4679,215050977,0,0,0,1,0,0,0,0,0,0,0,0,0
4682,2105715,1,0,0,0,0,0,0,1,0,0,0,0,0
4683,2264475,1,0,0,1,0,0,0,0,0,0,0,0,0
4684,11000309,0,0,0,1,0,0,0,0,0,0,0,0,0
4685,11304515,1,0,0,1,0,0,0,0,0,0,0,0,0
4687,11365419,0,0,0,1,0,0,1,0,0,0,0,0,0
4688,11785144,0,0,0,1,0,0,0,0,0,0,0,0,0
4690,14563188,1,0,0,0,0,0,0,0,0,0,0,0,0
4692,16086765,1,0,0,0,0,0,0,0,0,0,0,0,0
4693,16226670,1,0,0,0,0,0,0,0,0,0,0,0,0
4694,21635469,0,1,0,0,0,0,0,0,0,0,0,0,0
4699,50649929,1,0,0,1,0,0,0,0,0,0,0,0,0
4700,53408295,0,0,0,1,0,0,0,0,0,0,0,0,0
4701,53974238,1,0,0,1,0,0,0,0,0,0,0,0,0
4702,53997884,0,0,0,1,0,0,0,0,0,0,0,0,0
4703,54697622,0,0,0,1,0,0,0,0,0,0,0,0,0
4706,65771267,0,0,0,0,0,1,1,0,0,0,0,0,0
4707,68868468,1,0,0,0,0,0,0,0,0,0,0,0,0
4708,69160327,1,0,0,0,0,0,0,0,0,0,0,0,0
4709,69644116,1,0,1,0,0,0,0,1,0,0,0,0,0
4711,71152625,1,0,0,0,0,0,0,0,0,0,0,0,0
4712,71975501,0,0,0,1,0,0,0,0,0,0,0,0,0
4713,72266566,1,0,0,1,0,0,0,0,0,0,0,0,0
4715,128750167,0,0,0,1,0,0,0,0,0,0,0,0,0
4716,129529513,0,0,0,1,0,0,0,0,0,0,0,0,0
4717,131358861,0,0,0,1,0,0,0,0,0,0,0,0,0
4718,133128209,0,0,0,1,0,0,0,0,0,0,0,0,0
4720,138974047,0,0,0,1,0,0,0,0,0,0,0,0,0
4721,143901127,0,0,0,1,0,0,0,0,0,0,0,0,0
4722,144408261,0,0,0,1,0,0,0,0,0,0,0,0,0
4723,153765897,1,0,0,1,0,0,0,0,0,0,0,0,0
4725,160621715,0,0,0,0,0,0,0,0,0,0,0,0,0
4726,161934559,1,0,0,0,0,0,0,1,0,0,0,0,0
4727,162997769,0,0,0,1,0,0,0,0,0,0,0,0,0
4728,165073743,0,0,0,1,0,1,0,0,0,0,0,0,0
4729,183548759,0,0,0,0,1,0,0,0,0,0,0,0,0
4730,185829745,0,0,0,0,0,0,0,0,0,1,0,0,0
4734,201157107,1,0,0,0,0,0,1,0,0,0,0,0,0
4736,205952113,0,1,0,1,0,0,0,0,0,0,0,0,0
4738,207196091,0,0,0,1,0,0,0,0,0,0,0,0,0
4739,207315789,0,0,0,1,0,0,0,0,0,0,0,0,0
4740,207484673,1,0,0,0,0,0,0,0,0,0,0,0,0
4741,207558877,1,0,0,0,0,0,0,0,0,0,0,0,0
4742,208019473,0,0,0,1,0,0,0,0,0,0,0,0,0
4744,210019357,1,0,0,0,0,0,0,0,0,0,0,0,0
4745,210275057,0,0,0,1,0,0,0,0,0,0,0,0,0
4747,212412505,0,0,0,1,0,0,0,0,0,0,0,0,0
4748,212423609,1,0,0,0,0,0,0,0,0,0,0,0,0
4749,212716085,1,0,0,0,0,0,0,0,0,0,0,0,0
4751,213601413,0,0,0,1,0,0,0,0,0,0,0,0,0
4752,213660099,0,0,0,1,0,0,0,0,0,0,0,0,0
4754,213901803,0,0,0,1,0,0,0,0,0,0,0,0,0
4755,214283979,0,0,0,1,0,0,0,0,0,0,0,0,0
4756,214529057,1,0,0,1,0,0,0,0,0,0,0,0,0
4757,214711305,1,0,0,0,0,0,0,0,0,0,0,0,0
4759,214850991,0,0,0,1,0,0,0,0,0,0,0,0,0
4760,215018291,0,0,0,1,0,0,0,0,0,0,0,0,0
4761,215098205,1,0,0,1,0,0,0,0,0,0,0,0,0
4762,215143173,1,0,0,0,0,0,0,0,0,0,0,0,0
4763,2125586,1,0,0,0,0,0,0,0,0,0,0,0,0
4764,2198977,1,0,0,1,0,0,0,0,0,0,0,0,0
4765,2199056,0,0,1,0,0,0,0,0,0,0,0,0,0
4767,2645056,1,0,0,0,0,0,0,0,0,0,0,0,0
4768,11007436,0,0,0,1,0,0,0,0,0,0,0,0,0
4769,11036979,0,0,0,1,0,0,0,0,0,0,0,0,0
4770,11202469,0,0,0,1,0,0,0,0,0,0,0,0,0
4772,12294706,0,0,0,0,0,0,0,0,0,0,1,0,0
4773,13104768,0,0,0,1,0,0,0,0,0,0,0,0,0
4780,18811765,0,0,0,1,0,0,0,0,0,0,0,0,0
4781,19214555,0,0,0,1,0,0,0,0,0,0,0,0,0
4783,19540160,0,0,0,1,0,0,0,0,0,0,0,0,0
4784,20512255,0,0,0,1,0,0,0,0,0,0,0,0,0
4787,22817175,0,0,0,1,0,0,0,0,0,0,0,0,0
4789,40217995,1,0,0,0,0,0,0,0,0,0,0,0,0
4790,40322080,1,0,0,0,0,0,0,0,0,0,0,0,0
4791,43317270,1,0,0,0,0,0,0,0,0,0,0,0,0
4795,44324297,1,0,0,0,0,0,0,0,0,0,0,0,0
4796,44825307,1,0,0,0,0,0,0,0,0,0,0,0,0
4801,46815290,0,0,0,1,0,0,0,0,0,0,0,0,0
4802,46868498,0,0,0,1,0,0,0,0,0,0,0,0,0
4805,47950324,0,0,0,1,0,0,0,0,0,0,0,0,0
4806,48419749,0,0,0,1,0,0,1,0,0,0,0,0,0
4807,50375742,1,0,0,1,0,0,0,0,0,0,0,0,0
4808,51331586,1,0,0,0,0,0,0,0,0,0,0,0,0
4812,53352485,1,0,0,0,0,0,0,0,0,0,0,0,0
4813,53367610,0,0,0,0,0,0,0,0,0,1,0,0,0
4815,54637085,0,0,0,0,0,0,0,0,1,0,0,0,0
4816,54653664,1,0,0,0,0,0,0,0,0,0,0,0,0
4817,54843874,0,0,0,1,0,0,0,0,0,0,0,0,0
4818,57500996,1,0,0,0,0,0,0,0,0,0,0,0,0
4821,57999204,0,0,0,1,0,0,0,0,0,0,0,0,0
4822,58734848,0,0,0,1,0,0,0,0,0,0,0,0,0
4828,63400499,0,1,0,0,0,0,0,0,0,0,0,0,0
4829,63837630,1,0,0,0,0,0,0,0,0,0,0,0,0
4830,63869606,0,0,0,1,0,0,0,0,0,0,0,0,0
4831,64020650,1,0,0,0,0,0,0,0,0,0,0,0,0
4833,64561373,1,0,0,0,0,0,0,0,0,0,0,0,0
4834,64689313,0,0,0,1,0,0,0,0,0,0,0,0,0
4837,65347518,0,0,0,1,0,0,0,0,0,0,0,0,0
4840,66441182,0,0,0,0,0,0,0,0,0,0,1,0,0
4841,66811116,0,0,0,1,0,0,0,0,0,0,0,0,0
4843,67011019,1,0,0,0,0,0,0,0,0,0,0,0,0
4845,67375898,1,0,0,0,0,0,0,0,0,0,0,0,0
4846,67459012,0,0,0,1,0,0,0,0,0,0,0,0,0
4847,67497432,1,0,0,0,0,0,1,0,0,0,0,0,0
4849,68061214,0,0,0,0,0,0,0,0,0,1,0,0,0
4851,68367857,0,0,0,1,0,0,0,0,0,0,0,0,0
4852,68449353,0,0,0,1,0,0,0,0,0,0,0,0,0
4853,68544080,1,0,0,0,0,0,0,0,0,0,0,0,0
4855,68765480,0,0,0,1,0,0,0,0,0,0,0,0,0
4856,69078076,0,0,0,1,0,0,0,0,0,0,0,0,0
4857,69118297,0,0,0,0,0,0,0,0,0,0,1,0,0
4858,69222699,0,0,0,1,0,0,0,0,0,0,0,0,0
4862,70780493,0,0,0,0,0,0,0,0,1,0,0,0,0
4864,71815054,1,0,0,0,0,0,0,0,0,0,0,0,0
4865,73023786,0,0,0,1,0,0,0,0,0,0,0,0,0
4866,73718421,0,0,0,0,0,0,0,0,1,0,0,0,0
4869,74721113,0,0,0,0,0,0,0,0,0,1,0,0,0
4870,100740335,0,0,0,0,0,0,0,0,0,1,0,0,0
4872,103733451,1,0,0,0,0,0,0,0,0,0,0,0,0
4874,104662497,1,0,0,0,0,0,0,0,0,0,0,0,0
4875,106092795,0,0,0,1,0,0,0,0,0,0,0,0,0
4876,106486553,0,0,0,0,0,0,0,1,0,0,0,0,0
4877,106671015,0,1,0,0,0,0,0,0,0,0,0,0,0
4878,121232705,1,0,0,0,0,0,0,0,0,0,0,0,0
4881,133334231,1,0,0,1,0,0,0,0,0,0,0,0,0
4882,133935119,0,0,0,0,1,0,0,0,0,0,0,0,0
4884,136581465,0,0,0,1,0,0,0,0,0,0,0,0,0
4885,136806407,1,0,0,0,0,0,0,0,0,0,0,0,0
4886,142334489,1,0,0,1,0,0,0,0,0,0,0,0,0
4887,146224095,0,0,0,1,0,0,0,0,0,0,0,0,0
4888,146334007,0,0,0,0,0,0,0,1,0,0,0,0,0
4889,148781773,0,0,0,1,0,0,0,0,0,0,0,0,0
4890,148935507,0,0,0,1,0,0,0,0,0,0,0,0,0
4891,149469685,1,0,0,0,0,0,0,0,0,0,0,0,0
4893,150552231,0,0,0,1,0,0,0,0,0,0,0,0,0
4897,162967399,1,0,0,0,0,0,0,1,0,0,0,0,0
4901,168676299,1,0,0,1,0,0,0,0,0,0,0,0,0
4904,181206543,0,0,0,1,0,0,0,0,0,0,0,0,0
4908,191084827,0,0,0,1,0,0,0,0,0,0,0,0,0
4910,191610205,0,0,1,0,0,0,1,0,0,0,0,0,0
4911,193082573,1,0,0,0,0,0,0,0,0,0,0,0,0
4912,193480239,1,0,0,0,0,0,0,0,0,0,0,0,0
4915,198624733,1,0,0,0,0,0,0,0,0,0,0,0,0
4918,200871849,0,0,0,0,0,0,0,0,0,0,1,0,0
4919,201278693,1,0,0,0,0,0,0,0,0,0,0,0,0
4920,201692689,1,0,0,0,0,0,0,0,0,0,0,0,0
4921,202024359,1,0,0,0,0,0,0,0,0,0,0,0,0
4923,203170569,1,0,0,1,0,0,0,0,0,0,0,0,0
4927,205277519,1,0,0,0,0,0,0,0,0,0,0,0,0
4930,205980337,0,0,0,1,0,0,0,0,0,0,0,0,0
4931,206318973,0,0,0,0,0,0,0,0,1,0,0,0,0
4933,206959521,0,0,0,0,0,0,0,0,1,0,0,0,0
4934,207120515,1,0,0,0,0,0,0,0,0,0,0,0,0
4935,208313807,0,0,0,0,0,0,0,1,0,0,0,0,0
4937,208485661,0,0,0,1,0,0,0,0,0,0,0,0,0
4939,208611225,0,0,0,0,0,0,0,0,0,0,1,0,0
4940,208707445,0,0,0,1,0,0,0,0,0,0,0,0,0
4941,209100117,0,0,0,1,0,0,0,0,0,0,0,0,0
4942,209255107,0,0,0,1,0,0,0,0,0,0,0,0,0
4944,209801185,0,0,0,0,0,0,0,0,1,0,0,0,0
4945,209941291,0,0,0,1,0,0,0,0,0,0,0,0,0
4946,209950379,0,0,0,1,0,0,0,0,0,0,0,0,0
4948,210046675,0,0,0,1,0,0,0,0,0,0,0,0,0
4953,210494409,0,0,0,1,0,0,0,0,0,0,0,0,0
4954,210577581,1,0,0,0,0,0,0,0,0,0,0,0,0
4958,211121757,1,0,0,0,0,0,0,0,0,0,0,0,0
4960,211379149,0,0,0,1,0,0,0,0,0,0,0,0,0
4961,211529141,0,0,0,1,0,0,0,0,0,0,0,0,0
4963,212050917,0,0,0,1,0,0,0,0,0,0,0,0,0
4964,212315235,1,0,0,1,0,0,0,0,0,0,0,0,0
4965,212413827,1,0,0,0,0,0,0,0,0,0,0,0,0
4967,212527985,0,1,0,1,0,0,0,0,0,0,0,0,0
4970,212798043,0,0,0,0,0,0,0,0,0,1,0,0,0
4973,213056727,0,0,0,1,0,0,0,0,0,0,0,0,0
4974,213251745,1,0,0,0,0,0,0,0,0,0,0,0,0
4977,213564473,0,0,0,0,0,0,0,0,1,0,0,0,0
4978,213619263,1,0,0,0,0,0,0,0,0,0,0,0,0
4979,213651551,0,0,0,0,0,0,0,0,0,0,1,0,0
4980,213673151,0,0,0,0,0,0,0,0,1,0,0,0,0
4982,213994763,0,1,0,0,0,0,0,0,0,0,0,0,0
4983,214001311,1,0,0,0,0,0,0,0,0,0,0,0,0
4984,214012587,0,0,0,0,0,0,0,0,0,0,1,0,0
4986,214158925,0,0,0,1,0,0,0,0,0,0,0,0,0
4987,214327605,1,0,0,0,0,0,0,0,0,0,0,0,0
4988,214328571,0,0,0,1,0,0,0,0,0,0,0,0,0
4989,214751759,0,0,0,0,0,0,0,1,0,0,0,0,0
4991,214953373,0,0,0,1,0,0,0,0,0,0,0,0,0
4992,214959375,0,0,0,1,0,0,0,0,0,0,0,0,0
4993,215075741,0,0,0,1,0,0,0,0,0,0,0,0,0
4995,215109829,1,0,0,1,0,0,0,0,0,0,0,0,0
4996,215191569,1,0,0,1,0,0,1,0,0,0,0,0,0
4998,215532191,1,0,0,0,0,0,0,0,0,0,0,0,0
4999,64727754,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,60190778,0,1,0,0,0,0,0,0,0,0,0,0,0
5001,67815553,0,0,0,1,0,0,0,0,0,0,0,0,0
5003,190584479,0,0,0,0,0,0,0,0,0,0,1,0,0
5004,214791229,0,0,0,1,0,0,0,0,0,0,0,0,0
5005,153961049,0,0,0,0,0,0,0,1,0,0,0,0,0
5006,11207375,1,0,0,0,0,0,0,0,0,0,0,0,0
5007,211140715,0,0,0,1,0,0,0,0,0,0,0,0,0
5008,41538320,1,0,0,0,0,0,0,0,0,0,0,0,0
5011,50356174,0,0,0,1,0,0,1,0,0,0,0,0,0
5013,68233654,0,0,0,0,0,0,0,0,1,0,0,0,0
5016,50764846,0,0,0,0,0,0,0,0,0,0,0,1,0
5017,212986175,0,0,0,0,0,0,0,0,0,0,0,1,0
5018,214252051,1,1,0,0,0,0,0,0,0,0,0,0,0
5019,11695202,0,0,0,0,0,1,0,0,0,0,0,0,0
5020,17269158,0,0,0,0,0,0,0,0,0,0,0,1,0
5025,167488721,0,0,0,0,0,0,0,0,0,1,0,0,0
5027,195658763,1,0,0,0,0,0,1,0,0,0,0,0,0
5028,213712197,1,0,0,0,0,0,0,0,0,0,0,0,0
5029,11213667,1,0,0,0,0,0,0,0,0,0,0,0,0
5030,41144508,1,0,0,0,0,0,0,0,0,0,0,0,0
5031,52711758,0,0,0,1,0,0,0,0,0,0,0,0,0
5033,60437971,0,0,0,1,0,0,0,0,0,0,0,0,0
5034,212469229,0,0,0,0,0,0,0,1,0,0,0,0,0
5035,212554881,1,0,0,0,0,0,0,0,0,0,0,0,0
5038,12871674,1,0,0,0,0,0,0,0,0,0,0,0,0
5039,16118559,0,0,0,0,0,0,1,0,0,0,0,1,0
5045,163261353,0,0,0,0,0,0,0,0,0,0,1,0,0
5046,190207667,0,0,0,1,0,0,0,0,0,0,0,0,0
5047,212272295,1,0,0,0,0,0,0,0,0,0,0,0,0
5056,64026179,1,0,0,0,0,0,0,0,0,0,0,0,0
5057,71842891,0,0,0,1,0,0,0,0,0,0,0,0,0
5058,106400087,0,0,0,1,0,0,0,0,0,0,0,0,0
5059,142211331,0,0,0,1,0,0,1,0,0,0,0,0,0
5060,150444797,0,1,0,0,0,0,0,0,0,0,0,0,0
5064,167925795,0,0,0,0,0,0,1,1,0,0,0,0,0
5065,180880935,0,0,0,1,0,0,0,1,0,0,0,0,0
5067,190671203,0,1,0,0,0,0,0,0,0,0,0,0,0
5068,192274777,0,0,1,0,0,0,1,0,0,0,0,0,0
5069,193629231,1,0,0,1,0,0,0,1,0,0,0,0,0
5070,201116473,0,1,0,0,0,0,0,1,0,0,0,0,0
5071,205423503,0,0,0,0,0,0,0,0,1,0,0,0,0
5074,213424767,0,0,0,0,0,0,0,1,0,0,0,0,0
5075,213455927,0,0,0,0,0,0,0,0,1,0,0,0,0
5076,214529957,1,0,0,0,0,0,0,0,0,0,0,0,0
5078,214855231,0,0,0,1,0,0,1,0,0,0,0,0,0
5082,14675121,1,0,0,0,0,0,0,1,0,0,0,0,0
5083,41526955,0,0,0,1,0,0,0,0,0,0,0,0,0
5084,41953680,0,0,0,0,0,0,0,0,1,0,0,0,0
5085,43719689,0,0,0,0,0,0,0,1,0,0,0,0,0
5086,44160167,1,0,0,0,0,0,1,0,0,0,0,0,0
5087,56054161,0,0,0,1,0,0,1,0,0,0,0,0,0
5088,64299400,1,0,0,0,0,0,0,0,0,0,0,0,0
5090,136239049,1,0,0,0,0,0,0,0,0,0,0,0,0
5092,144078441,0,0,0,0,1,0,0,0,0,0,0,0,0
5093,154884031,0,0,0,0,0,0,0,0,0,0,0,1,0
5094,163259839,0,0,0,1,0,0,0,0,0,0,0,0,0
5095,166993515,0,0,1,0,0,0,0,0,0,0,0,0,0
5098,212798989,0,0,0,0,0,0,0,0,1,0,0,0,0
5099,2410968,0,0,0,0,0,0,0,1,0,0,0,0,0
5100,2583202,0,0,0,0,0,0,1,1,0,0,0,0,0
5101,2609379,0,0,0,0,0,0,0,1,0,0,0,0,0
5104,11314864,1,0,0,0,0,0,1,0,0,0,0,0,0
5105,11695598,0,0,0,0,0,0,0,0,0,0,1,0,0
5106,12160416,0,0,0,0,0,0,0,0,1,0,0,0,0
5107,19411644,0,0,0,0,0,0,0,0,1,0,0,0,0
5108,22399157,1,0,0,0,0,0,0,0,0,0,0,0,0
5110,44286384,0,0,0,0,0,1,0,0,0,0,0,0,0
5111,50188312,1,0,0,0,0,0,0,0,0,0,0,0,0
5113,60384437,0,0,0,0,0,0,0,0,1,0,0,0,0
5115,64042023,0,0,0,1,0,0,1,0,0,0,0,0,0
5117,64713776,0,0,0,0,0,0,0,0,1,0,0,0,0
5118,65391181,0,0,0,0,0,0,0,0,0,0,1,0,0
5120,68602264,0,0,0,1,0,0,0,0,0,0,0,0,0
5121,69230942,1,0,0,0,0,0,0,0,0,0,0,0,0
5122,69634833,0,0,0,0,0,1,0,0,0,0,0,0,0
5123,123149021,0,0,0,0,0,0,0,0,0,0,1,0,0
5124,126747419,1,0,0,0,0,0,0,0,0,0,0,0,0
5126,136922721,0,0,0,0,0,0,0,0,1,0,0,0,0
5127,138265281,0,0,0,0,0,0,0,0,1,0,0,0,0
5130,164061503,0,0,0,0,0,0,1,0,0,0,0,0,0
5131,168620699,0,0,0,0,0,0,0,0,1,0,0,0,0
5135,205324611,1,0,0,0,0,0,0,0,0,0,0,0,0
5137,206603935,0,0,0,1,0,0,0,0,0,0,0,0,0
5138,207344767,0,0,0,1,0,0,1,0,0,0,0,0,0
5140,211320039,0,0,0,0,0,0,0,0,1,0,0,0,0
